iso3,year,deaths,gdp_pc,vehicles_pc,pop_total,death_rate,log_pop
MEX,1995,133,7970.64038496182,NA,90862455,0.14637508968913507,18.32485743752109
MEX,1996,145,8320.65295694833,NA,92452702,0.15683695215311283,18.342207741979298
MEX,1997,123,8770.84481553539,NA,94021207,0.13082154965315432,18.359030921171964
MEX,1998,114,9161.89527783381,NA,95575245,0.11927774812400428,18.375424400975326
MEX,1999,119,9264.97729259968,NA,97115707,0.1225342467001759,18.391413681250704
MEX,2000,84,9581.96970210753,NA,98625552,0.08517062596516571,18.406840934072825
MEX,2001,77,9398.35074355724,NA,100099099,0.07692376931384767,18.42167124324594
MEX,2002,121,9242.27886130016,NA,101548624,0.11915474108245919,18.436048295923484
MEX,2003,87,9221.99666693097,NA,102978515,0.08448364204902353,18.450030932202516
MEX,2004,93,9421.28975988024,NA,104394131,0.08908546784109923,18.46368401535751
MEX,2005,114,9491.51730225718,NA,105811504,0.10773875778195158,18.477169804936775
MEX,2006,77,9813.8280424425,NA,107253666,0.07179241779949974,18.4907072970064
MEX,2007,62,9877.69532644737,NA,108774360,0.05699872653812902,18.504786202848813
MEX,2008,84,9826.3421836048,NA,110374288,0.07610468119169203,18.519387766131466
MEX,2009,130,9074.1188145564,NA,111999721,0.11607171771436824,18.534006938184838
MEX,2010,100,9389.06722084275,NA,113623895,0.08800965677157961,18.548404385442133
MEX,2011,157,9575.93437788582,NA,115243504,0.13623327523953108,18.562557873827334
MEX,2012,152,9782.51776305354,NA,116818208,0.1301167023551671,18.57612950661971
MEX,2013,147,9738.71059803658,NA,118343573,0.12421460352561775,18.589102587422236
MEX,2014,197,9862.48125444199,NA,119784261,0.16446234117518996,18.60120285771938
MEX,2015,171,10021.2386118827,NA,121072306,0.14123791447401687,18.611898495334945
MEX,2016,251,10100.5021214015,NA,122251351,0.20531470445672215,18.621589737382937
MEX,2017,244,10193.7727193457,NA,123400057,0.19773086490551622,18.630942131347936
MEX,2018,257,10296.8690937052,NA,124573711,0.20630355950462134,18.640408154897795
MEX,2019,199,10159.4448355881,NA,125762982,0.15823416146414213,18.64990959819611
MEX,2020,224,9234.64362485294,NA,126799054,0.1766574693845902,18.658114139371747
MEX,2021,189,9728.05680032556,NA,127648148,0.14806325274691803,18.664788193125055
MKD,1991,0,3328.63950847977,NA,2055994,0,14.536269987264998
MKD,1992,0,3146.02235459166,NA,2032523,0,14.524788436453237
MKD,1993,0,2948.27151752275,NA,2006854,0,14.512078879741269
MKD,1994,0,2917.05894611342,NA,1992666,0,14.504983998597801
MKD,1995,0,2876.0722287817,NA,1998534,0,14.50792446974837
MKD,1996,0,2889.88516353778,NA,2012553,0,14.514914623331812
MKD,1997,0,2954.5238308875,NA,1996869,0,14.507091011848686
MKD,1998,0,3038.13983382569,NA,2007523,0,14.512412181773538
MKD,1999,0,3154.84918240006,NA,2017142,0,14.517192216044789
MKD,2000,0,3283.37934095351,NA,2026350,0,14.521746703065936
MKD,2001,0,3169.32514368931,NA,2034882,0,14.525948389919638
MKD,2002,0,3240.11064526089,NA,2020157,0,14.518685789129407
MKD,2003,0,3307.92040834712,NA,2022725,0,14.519956170182017
MKD,2004,0,3473.76544811451,NA,2016186,0,14.51671816582229
MKD,2005,0,3657.56307699216,NA,2005330,0,14.511319193708278
MKD,2006,0,3866.74650622977,NA,1994287,0,14.50579715094212
MKD,2007,0,4140.63354809364,NA,1982933,0,14.50008761974001
MKD,2008,0,4392.5507164151,NA,1971493,0,14.494301681697523
MKD,2009,0,4405.20045750867,NA,1958782,0,14.487833409468506
MKD,2010,0,4582.36517512347,NA,1946298,0,14.481439664639325
MKD,2011,0,4711.13027870081,NA,1937398,0,14.476856393662544
MKD,2012,0,4708.05168535923,NA,1929821,0,14.472937810465892
MKD,2013,0,4863.68088666968,NA,1922716,0,14.469249327756843
MKD,2015,0,5262.68671928674,NA,1912430,0,14.463885242705794
MKD,2016,0,5429.94678358359,NA,1906313,0,14.460681567972074
MKD,2017,0,5510.81862920922,NA,1898657,0,14.456657352100743
MKD,2018,0,5698.39334484489,NA,1889051,0,14.451585144531053
MKD,2019,0,5961.58475399191,NA,1876262,0,14.444792057645532
MKD,2020,0,5743.72649424581,NA,1856124,0,14.434001000441398
MKD,2021,0,6064.92315120022,NA,1837114,0,14.42370641997454
MLT,1965,0,NA,NA,318800,0,12.672319225898198
MLT,1967,0,NA,NA,311550,0,12.649315117972368
MLT,1968,0,NA,NA,307900,0,12.637530333912592
